price,X,Y,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
880000,-122.199,47.6499,4,2.75,7961,8,2500,9009
285000,-122.02,47.3679,3,2,6377,7,1600,6250
407500,-122.321,47.7223,2,1,6017,7,1670,7500
325000,-122.184,47.4849,4,2.5,3543,7,2420,3646
405000,-122.291,47.7748,3,1.75,10454,7,2000,12000
291700,-122.346,47.5328,3,2.5,4120,6,1470,4080
370000,-122.001,47.2119,3,2.5,18525,8,1850,9516
270000,-122.349,47.4759,3,1.5,8960,6,1560,10125
800000,-122.187,47.6835,4,2.5,7200,8,1950,8520
626500,-122.335,47.6656,3,1.75,3210,7,1420,3210
1130000,-122.214,47.5396,4,3.5,8406,11,2770,10006
399950,-122.03,47.3666,4,2.5,7545,7,2840,7137
419000,-122.338,47.4181,3,1.75,15030,7,2170,15030
1160000,-122.044,47.6008,4,2.5,43995,10,3720,59522
1410000,-122.198,47.6081,4,3.5,10769,10,2650,10058
710000,-122.195,47.6829,4,2.75,8064,7,1460,8400
650000,-122.204,47.6646,3,1,4840,6,1410,5400
369900,-122.096,47.7387,4,2.5,33750,9,2510,36180
641000,-121.961,47.6622,4,2.5,63118,9,2770,44224
403000,-122.286,47.7508,3,1,6879,7,1950,7400
1020000,-122.403,47.6393,3,3.25,4000,10,1910,5000
865000,-122.233,47.5436,4,2.5,13600,8,2630,13995
2490000,-122.231,47.5636,4,2.5,23954,10,4230,18723
810000,-122.378,47.5767,4,1,3588,8,1950,3588
316750,-122.311,47.7146,3,2.5,1154,7,1309,1232
652500,-121.9,47.4989,4,2.25,130244,8,2680,130680
360000,-122.345,47.5288,6,2.75,15240,7,2090,7620
208000,-122.168,47.4957,2,1,5100,5,970,5811
898000,-122.051,47.7319,4,2.5,63991,10,3210,47215
295000,-122.244,47.7346,4,1.75,11934,7,2080,10400
652500,-122.348,47.7402,4,1.75,18253,7,1850,12220
560000,-121.999,47.5673,4,3,5764,8,2010,5681
280000,-122.18,47.4905,3,1,8400,7,1690,8030
289950,-122.325,47.4612,3,2.5,8584,7,2160,8584
397500,-122.188,47.4381,3,2.5,44093,7,1900,6130
380000,-122.074,47.7349,2,1,75132,7,2570,35200
415900,-121.756,47.4708,3,2.5,22703,7,1510,16817
475000,-122.313,47.7005,2,1.75,8645,7,1280,5366
125000,-122.362,47.5252,1,1,7440,5,1350,7440
238000,-122.144,47.3811,3,1,32670,7,2640,24100
296000,-122.323,47.4718,4,1.5,9750,7,1540,9789
475000,-122.234,47.7663,6,3,117612,7,2120,17100
390000,-122.4,47.5639,3,2.25,6250,7,2060,6250
425000,-122.382,47.5726,3,1,3750,6,1280,3750
725000,-122.348,47.6631,6,3,5000,7,1600,4000
605000,-122.102,47.6315,3,2.25,12134,8,2320,12400
302000,-122.312,47.6028,3,1,1950,7,1310,1138
886000,-122.393,47.6472,3,2.25,6000,9,2000,6000
540000,-122.31,47.6821,4,1.75,6120,7,1630,4080
435000,-122.175,47.7352,4,2.25,8400,7,1910,8400
409000,-122.363,47.5022,4,3.25,10752,7,1300,9920
405000,-122.129,47.6986,3,1,7280,7,1690,7280
560200,-122.017,47.5914,3,2.5,3984,8,2320,3984
324000,-122.129,47.4464,4,1.75,7208,8,1820,7208
390000,-122.171,47.3305,4,2.5,8290,9,2690,7008
414000,-122.204,47.4914,2,1,5000,6,1220,5000
441500,-121.871,47.537,3,2.5,4670,7,2420,5620
375000,-122.356,47.5263,3,2.5,5146,7,1230,5160
668500,-122.023,47.6027,4,2.5,5500,9,2710,6242
540000,-122.31,47.7213,5,1.5,10202,7,1900,8000
1040000,-122.372,47.4556,4,3.25,11240,10,2412,19499
1350000,-122.409,47.5727,4,3.25,4920,10,2350,5166
758000,-122.197,47.6503,4,2.75,9549,7,2090,9549
949880,-122.202,47.5878,4,2.25,10687,9,2290,10300
570000,-122.385,47.574,3,1,4089,7,1440,4917
736000,-122.105,47.5599,4,2.5,12047,9,3130,15666
670000,-122.292,47.6113,3,1.5,4400,7,1560,4400
1130000,-122.264,47.6716,4,1.75,8400,9,2370,8400
650000,-122.297,47.6117,4,2,3976,8,1470,4080
690000,-122.3,47.6408,2,1.75,4000,7,1860,4000
610000,-122.047,47.687,4,2.25,45738,7,3180,45738
413500,-122.364,47.6959,2,1,4000,5,1420,5040
765000,-122.076,47.5825,3,2.5,9752,8,2640,10764
828200,-122.123,47.5661,4,2.75,7081,9,3060,7081
205000,-122.205,47.4851,2,1,4397,6,1430,4500
465000,-122.338,47.7082,3,2.5,5175,8,1740,9250
556000,-122.35,47.772,4,2.5,5402,8,2240,7560
540000,-122.006,47.5695,4,2.5,4169,8,1830,4164
423000,-122.137,47.48,4,2.5,4254,8,2330,4602
375000,-122.147,47.5902,3,1.75,14766,8,2040,10190
173250,-122.279,47.4776,3,1,12696,7,1260,8937
599900,-121.899,47.7725,3,1.5,12030,8,1590,15242
646000,-122.39,47.675,5,2.75,4461,7,1890,4196
1080000,-121.868,47.5405,5,4.75,17811,11,3960,15103
558000,-122.303,47.6089,4,2,3870,7,1520,2580
354000,-122.38,47.5311,2,1,5225,7,1230,5225
1200000,-122.215,47.5769,4,4,9517,11,3330,9436
670000,-122.297,47.6136,4,2,4200,7,1200,3360
1130000,-122.314,47.6381,6,4.25,9378,11,3270,6334
267500,-122.285,47.3282,2,1,12250,6,1620,10300
299800,-122.182,47.3229,4,2.5,4708,8,2517,5290
430000,-122.123,47.6045,4,1.75,9120,7,1650,8400
775000,-122.339,47.6559,5,1,3040,7,1910,3600
333000,-122.379,47.5362,3,1,5214,7,1490,7636
336000,-122.302,47.7333,3,2,11765,6,1500,9151
323000,-122.397,47.6475,2,1,1712,7,1360,1748
575000,-122.081,47.4913,4,2.5,56628,9,1870,56628
328000,-122.368,47.54,2,2.25,2079,8,1420,1977
572500,-122.399,47.6807,3,1,4600,7,1770,4350
600000,-122.321,47.6873,3,1.75,5100,7,1540,5100
412000,-122.015,47.3533,4,3,7242,8,2430,7242
827500,-122.211,47.6885,3,2.5,7200,7,2050,7200
300000,-122.34,47.2822,4,2.5,17349,8,2330,22356
415000,-122.276,47.5611,3,2.5,5040,7,1500,5040
750000,-122.316,47.6454,7,2.75,4056,8,2510,4056
800000,-122.291,47.617,3,2.75,4000,8,1800,4000
420000,-122.275,47.5427,3,1,6000,8,1240,7874
266000,-122.179,47.4905,3,1.5,8250,7,1320,8400
499000,-121.97,47.7377,4,2.5,10590,8,2330,5566
440000,-122.394,47.5621,4,1.5,5750,7,970,5750
495000,-122.365,47.4702,3,2,12196,7,2320,19844
630000,-122.348,47.6809,2,1.75,5300,7,1280,3000
424000,-122.196,47.7271,3,1.75,6818,7,1480,7210
760000,-122.127,47.7036,4,2.5,36183,9,2710,5964
650000,-122.042,47.6256,4,3.5,15704,9,3020,8582
248500,-122.119,47.3614,4,1.75,10018,7,1220,10018
379600,-122.179,47.5387,3,1.75,12420,7,1560,9910
538000,-122.323,47.7203,4,2.5,10032,8,1802,7249
530000,-122.011,47.5641,4,2.5,6360,8,2070,7541
545000,-122.119,47.5911,4,2.25,9720,8,2310,9680
925000,-122.134,47.7577,4,3,35261,10,3540,36750
565000,-122.111,47.7484,4,2.75,48787,9,1970,36425
405100,-122.395,47.6575,2,1,3522,6,1390,4800
502000,-122.116,47.6199,3,1.75,8800,8,1350,8800
425000,-121.997,47.5454,3,2.25,3000,7,1630,3042
233500,-122.167,47.3916,3,2.25,2958,7,1510,3788
287000,-122.171,47.3494,3,2.5,10341,7,1830,9358
190000,-122.223,47.2848,3,1,8775,7,1300,8100
666000,-122.024,47.67,3,2.25,31510,8,2890,36400
330000,-122.276,47.551,2,1,3090,6,1230,4120
1490000,-122.215,47.5738,5,3.5,7821,10,2690,9757
393000,-122.044,47.3751,3,2.25,10256,8,2040,11717
353000,-122.23,47.5003,4,2.75,4627,8,1910,7210
260000,-122.31,47.552,2,1,6720,6,920,6720
680000,-122.165,47.5881,3,2.5,2551,8,2060,2936
921000,-122.193,47.5873,3,2.25,11200,8,2010,11200
319000,-122.308,47.7033,2,1,6380,7,1690,6495
280000,-122.033,47.6339,3,1,10881,7,1280,10843
220000,-122.374,47.5128,3,1,6300,6,740,6300
219000,-122.094,47.3657,3,1.5,5200,7,1540,5200
528000,-122.042,47.6194,4,2.75,7171,8,1960,7110
405000,-122.331,47.7353,3,1.75,8100,7,1450,8212
372977,-121.998,47.5518,3,2.5,1618,8,1690,1618
934550,-122.292,47.597,4,3.25,5900,9,2320,6240
1470000,-122.381,47.7018,3,1.5,9900,10,2860,9288
975000,-122.411,47.6428,4,2.25,5350,9,2910,5350
800866,-122.182,47.652,5,2.5,13806,10,3180,13798
950000,-122.149,47.6203,7,3.5,16264,9,3040,13500
624000,-122.396,47.6728,4,3,4140,7,1460,5000
1850000,-122.076,47.5784,5,2.25,8442,9,3220,9156
310000,-122.262,47.7635,3,1,9876,7,1760,9403
315000,-122.188,47.4633,3,1.75,6800,7,1500,7900
675000,-122.202,47.6652,3,2,5973,6,1920,6015
490000,-122.154,47.5919,3,1.75,8208,8,2210,11000
600000,-122.379,47.5561,5,2.25,6350,7,2060,6342
154000,-121.875,47.6981,2,1,20524,6,1880,38996
480000,-122.375,47.4519,4,1.75,6500,8,2430,11600
196900,-122.316,47.4214,3,1,7500,6,1250,8000
735000,-122.202,47.7452,3,3.25,39370,10,2960,56628
205500,-122.298,47.2619,3,2,8748,7,1510,8584
357186,-121.999,47.5519,2,1.75,1040,8,1210,1090
275000,-122.184,47.3629,4,2.5,6754,7,2120,6937
248500,-122.217,47.3095,3,1.75,12026,7,1700,9496
350000,-122.185,47.3203,3,2.5,7836,8,2340,8040
390000,-121.746,47.5302,4,2.75,47250,7,1250,43791
390000,-122.258,47.7401,3,2.75,12240,7,1880,12000
660000,-122.059,47.6234,5,2.25,14913,9,2180,7600
310000,-122.327,47.7407,3,1.75,8263,7,1140,6770
717000,-122.164,47.684,3,2.5,5137,9,2480,6023
260000,-122.313,47.397,5,2.5,11250,7,2240,11780
745000,-122.339,47.6909,3,2,5001,7,1230,5001
470000,-122.16,47.763,4,2.5,12042,7,2160,7054
429000,-122.205,47.42,3,2.5,8820,8,2340,9472
220000,-122.309,47.7719,4,2,7140,7,1610,10500
497000,-122.373,47.6543,3,3,1850,8,1910,2951
716100,-122.351,47.6563,3,1,4000,7,2140,4000
371000,-121.962,47.5418,4,1,94525,6,2430,188564
379000,-122.088,47.497,5,2.75,25175,7,2170,40523
937500,-122.226,47.6187,3,1,8500,7,2790,10800
720000,-122.331,47.6711,4,2,4500,7,1740,4220
616000,-122.391,47.5424,3,3.25,2306,7,1560,4500
259000,-122.179,47.3786,3,2,7120,7,1530,7688
538000,-122.393,47.6793,3,1.75,3825,6,1720,5100
605000,-122.183,47.7307,3,2.75,9576,8,2820,9576
369950,-122.224,47.7262,3,1,7603,7,1260,8094
310000,-122.028,47.3834,3,2.5,4220,7,1670,4238
227500,-122.315,47.3612,3,1,9450,7,1210,9450
274000,-122.38,47.3178,4,2.25,7400,9,2260,8000
410000,-122.227,47.7303,3,2,8088,7,1770,7401
354800,-122.081,47.3867,3,2,78408,7,1620,9690
650000,-122.409,47.6534,4,2.25,5120,8,1810,5153
353000,-122.19,47.3744,3,2,13862,7,1550,11753
224975,-122.03,47.3617,3,1,12745,6,1160,10488
600000,-122.292,47.7435,2,1.75,13054,7,2440,13054
437500,-122.168,47.7205,3,2.25,7700,7,1610,7350
567000,-122.236,47.7042,3,2.5,6093,9,2540,5924
225000,-122.308,47.3961,5,1.5,11656,7,2040,9790
255000,-122.273,47.5445,2,1,9330,6,1900,6145
2480000,-122.322,47.6285,5,3.75,7500,13,2660,7500
370000,-122.361,47.6918,2,1,4600,6,1060,4600
675000,-122.197,47.6579,4,1.75,8800,8,2280,8800
285000,-122.293,47.5468,3,1,4268,7,1370,4268
310000,-122.186,47.425,3,1.75,37904,7,2011,19110
475000,-122.17,47.7161,4,2.5,7245,7,1740,7350
410000,-122.164,47.4011,4,2.5,5034,7,2580,4950
895000,-122.347,47.639,4,2.25,5950,8,2600,5593
375000,-122.283,47.714,3,1.5,7733,6,1130,7733
349000,-122.016,47.3573,4,2.5,4694,7,1830,5175
650500,-122.292,47.6115,3,1.75,4400,8,1740,4400
760000,-122.195,47.5974,3,1.75,15120,7,1880,15120
480000,-122.394,47.5808,4,2.75,3960,7,1440,5040
689000,-121.995,47.5786,4,2.75,16145,10,3200,12921
415000,-122.317,47.5576,3,1.75,5000,6,1790,5000
195000,-122.207,47.3249,3,1.75,6110,7,1350,6148
318000,-122.33,47.4715,5,2.5,9956,7,2700,9956
404000,-122.108,47.3059,4,3,35621,9,2950,35259
339950,-122.277,47.5518,2,1,3090,6,1400,3090
215000,-122.003,47.1946,3,1,7897,7,1560,8285
339900,-122.186,47.3199,3,2.5,7423,8,2260,7629
285000,-122.184,47.6939,1,1.5,3211,7,1320,3298
550000,-122.358,47.655,3,1,5000,7,1380,5000
430000,-122.332,47.6953,4,1,9000,7,1940,8000
219000,-122.325,47.3165,3,1,7790,6,1150,8160
555000,-122.395,47.6859,2,1.5,4750,7,1690,5962
233000,-122.053,47.3609,3,2,7686,7,1470,7686
248000,-122.318,47.3364,3,1.75,19501,8,1910,12000
454000,-122.363,47.4673,5,2.25,9200,8,2090,9200
950000,-122.3,47.6434,4,2.5,4418,8,2090,4174
359000,-122.211,47.4546,3,2.5,7857,8,2160,8740
407500,-122.297,47.7352,5,2,8230,7,2130,8232
224000,-122.281,47.3427,3,1.5,7300,7,1460,7910
210000,-122.337,47.5078,2,1,4590,7,1040,6120
261000,-122.093,47.3833,4,1.75,9824,7,1410,11013
719000,-122.325,47.6827,3,3,1706,9,1466,1455
440000,-122.375,47.5661,3,2.5,3738,8,1500,4000
525000,-121.417,47.4347,3,2.75,10362,9,2240,11842
375000,-122.197,47.7302,3,1.5,9720,7,1510,8775
428000,-122.189,47.5423,2,2.5,1960,8,1414,2511
988830,-122.016,47.6847,5,3.25,7910,9,3950,6765
199950,-122.218,47.3098,3,1.75,6225,7,1760,9496
840000,-122.3,47.6359,4,2.25,3671,8,1800,4560
285000,-121.98,47.1937,3,1.75,7006,7,1670,7750
330000,-122.282,47.3002,5,2.5,4972,7,3193,6000
147500,-122.299,47.397,3,1.5,10125,7,1970,10125
320000,-122.285,47.3709,4,2.5,7125,8,2190,8075
382500,-122.043,47.5253,3,1.75,9000,7,1750,10878
2050000,-122.304,47.6321,5,4,8208,9,3300,8001
596000,-122.142,47.5599,4,2.25,10000,8,2270,10148
220000,-122.37,47.2957,4,2.25,7280,8,1910,7280
325000,-122.183,47.4206,3,2.5,6818,8,1970,7000
679950,-121.996,47.5835,4,2.5,5664,9,2850,5475
175000,-122.318,47.7149,2,1,6911,7,1120,6948
268000,-122.341,47.3338,3,1.75,10050,7,1720,10050
715000,-121.997,47.6436,4,3.5,110579,10,3470,97895
600000,-122.003,47.4654,7,2.25,36384,8,2460,38370
228000,-122.261,47.526,0,1,5900,4,2170,6000
950000,-122.099,47.7173,5,2.5,35880,11,3450,26820
475000,-122.163,47.2645,2,1.75,224334,8,2350,213879
700000,-122.058,47.59,3,1.5,78408,7,3320,7787
275000,-121.904,47.5587,3,1.75,20700,7,1930,37638
369500,-121.904,47.5587,3,1.75,20700,7,1930,37638
215000,-122.279,47.3664,4,2,7575,7,1720,7575
593450,-122.112,47.6271,4,2.25,7172,8,1910,7653
498800,-122.015,47.7091,2,1.75,4614,8,1680,4775
849000,-122.281,47.688,5,3.25,6534,8,1620,6534
1150000,-122.304,47.6427,4,2.5,4875,9,1790,4875
825000,-121.995,47.5453,5,2.5,5110,9,3010,5110
265000,-122.126,47.4631,3,1.75,9769,8,1730,9686
285000,-122.392,47.3199,4,2.25,10400,8,1650,8660
240000,-122.05,47.3628,3,1.75,7931,7,1680,7931
261000,-122.302,47.3457,4,1,17739,7,1230,7840
330000,-122.285,47.3743,4,1.75,7350,8,2180,7680
250000,-122.277,47.3666,4,2,7560,7,1620,7658
350000,-122.307,47.2675,4,2.5,9538,8,1970,7750
930000,-122.119,47.7499,3,2.5,35273,10,3450,35273
275000,-122.17,47.37,3,2,8050,7,1780,7344
325000,-122.345,47.5285,4,2.25,7620,7,2090,7620
255000,-122.36,47.5696,1,1,5000,7,1920,5000
562200,-122.392,47.6991,3,1.5,5250,7,1810,5250
952000,-122.112,47.5462,2,1.75,88909,10,3490,40185
365000,-122.161,47.4395,3,2.5,7350,8,2350,7557
332900,-122.071,47.7561,3,1.5,11996,7,1190,9756
721000,-122.137,47.6976,3,2.25,18360,8,2590,21315
487275,-121.877,47.5344,4,2.5,3986,8,2070,3986
310000,-122.188,47.4424,3,2.5,5791,7,1610,6034
245000,-122.28,47.5615,2,1,4800,6,1700,5400
325000,-122.195,47.4429,3,1.75,10573,7,1560,10572
550000,-122.075,47.5847,3,1.75,9401,8,2850,14323
350000,-122.289,47.5633,2,1,4500,7,1270,3500
599000,-122.079,47.4186,5,2.5,72309,8,1480,56192
259950,-122.35,47.4756,3,1.5,9500,7,1845,10125
240000,-122.019,47.3678,4,2.5,7264,7,1600,6380
186000,-122.135,47.3261,3,1,10080,7,1230,9800
395000,-122.035,47.6304,3,1.5,15028,7,1470,13698
475000,-122.117,47.4568,4,2.5,5757,9,3100,5757
815000,-121.974,47.5887,5,3.5,10794,10,3110,10837
572000,-122.227,47.5716,3,1.5,13751,7,1760,13500
419500,-122.096,47.6831,3,2.5,3188,7,1090,3188
298700,-122.341,47.3088,3,2.25,7350,8,2640,7777
549000,-122.503,47.3312,2,1,13392,7,1156,15961
278000,-122.301,47.4729,3,1.5,9994,7,1900,9994
455000,-122.281,47.5652,4,2,4500,6,1300,4500
925000,-122.352,47.4384,5,3.5,13495,9,3210,13495
465000,-122.353,47.6524,2,1.5,1201,8,1370,1298
620000,-122.01,47.547,4,4,2970,8,2380,3559
499900,-122.292,47.75,4,2.25,7650,8,2320,11060
620000,-122.176,47.5459,5,3,11422,8,2090,10741
450000,-122.287,47.6926,3,1.75,6120,7,1530,6120
690000,-121.994,47.5468,4,3.5,2147,10,2650,2252
1900000,-122.219,47.6458,5,2.25,16672,9,3740,17853
1940000,-122.219,47.6458,5,2.25,16672,9,3740,17853
832500,-122.224,47.5777,3,2,9527,7,1970,11904
245000,-122.285,47.4396,3,1,9678,7,1010,9375
820000,-122.079,47.7133,3,2.5,18935,11,3670,18225
369000,-122.029,47.3771,4,2.75,6495,8,2420,6200
1050000,-122.019,47.6906,4,3.25,8331,9,4080,8425
653000,-122.267,47.5409,3,3,5067,10,1820,5998
220650,-121.768,47.4461,2,1.75,10500,7,1340,9600
300000,-122.322,47.498,5,3,6355,8,1940,5033
970000,-122.006,47.5491,4,3.5,20023,10,2150,3675
360000,-122.144,47.4341,4,2.5,5451,7,2240,6221
672500,-122.026,47.6145,3,2.5,5760,9,2450,5762
268000,-122.167,47.4939,4,1.5,7020,5,1110,7020
440000,-122.375,47.5445,4,1.5,3245,8,1380,1590
1400000,-122.288,47.5996,3,2.5,7200,10,2030,3500
590000,-122.03,47.6283,4,2.5,11072,9,2340,9774
359000,-122.266,47.3207,4,2.25,22860,7,1700,22860
266500,-122.372,47.3068,4,1.75,7632,7,1840,8528
635000,-122.19,47.5164,4,2.5,8679,8,2030,7264
559000,-122.124,47.3281,3,2.5,217800,9,2220,217800
895000,-122.052,47.6895,4,2.5,38985,10,3630,36290
625000,-122.128,47.7467,2,1.5,118047,7,2970,43500
650000,-122.135,47.5933,4,2.25,9320,7,1530,9335
312500,-122.224,47.4809,4,1.75,7840,7,2120,7260
225000,-122.289,47.4807,3,1,6099,6,1240,6099
425000,-122.152,47.6721,4,1.75,8400,7,1920,8400
329999,-122.023,47.2604,3,2.75,41250,7,2580,98881
572000,-122.098,47.6369,5,2.25,9225,8,2140,9348
386500,-122.125,47.3782,4,2.5,5048,8,3110,5190
452000,-122.369,47.6744,2,1,5000,6,1270,4500
278000,-122.302,47.6147,4,2,6324,7,1480,3600
474900,-122.132,47.7757,3,2.25,43647,8,2480,25608
450000,-122.411,47.6529,2,1.75,6574,8,2130,6275
611000,-122.328,47.6771,2,1,5100,7,1670,3900
214100,-122.292,47.3516,2,2.5,2064,7,1880,2855
317000,-122.054,47.3555,3,2.5,5011,8,2000,4793
1000000,-122.379,47.7058,4,3.5,12528,9,2850,11410
1000000,-122.27,47.6653,5,2.75,5700,7,2190,5700
525000,-122.138,47.4899,4,2.5,7200,8,2590,7200
436000,-122.223,47.7293,3,2.25,6680,8,1630,8621
450000,-122.042,47.6207,3,1.75,9154,8,1990,10273
588500,-122.046,47.6267,3,1.75,14892,8,2570,14217
340000,-122.344,47.4735,4,1.75,8374,7,1420,8360
482000,-122.281,47.317,4,2.5,85377,8,1696,57934
1580000,-121.949,47.5986,4,3.5,131116,11,5340,207206
749000,-122.122,47.6276,3,2.5,7126,8,1810,7308
330000,-122.148,47.4561,3,1.5,7875,8,1800,8964
568000,-122.387,47.5891,3,2.5,1279,8,1740,1280
239000,-122,47.2026,3,1.75,8925,7,1430,9282
528000,-122.227,47.7739,3,2.5,4932,8,2470,4919
385000,-122.356,47.5427,4,3,5102,7,2090,5102
825000,-122.264,47.7382,4,3.25,14219,10,2760,12283
815000,-122.393,47.5202,5,3.25,5000,9,1520,5000
625000,-122.087,47.742,4,2.5,34335,9,2080,32336
690000,-122.382,47.5226,3,1.75,6000,8,2200,6000
210000,-122.362,47.5242,3,1,7440,7,1540,7440
599000,-122.335,47.667,4,1,4280,7,2230,4280
860000,-122.4,47.637,3,1.75,5584,8,1630,6022
147200,-122.292,47.4232,3,1,9600,6,1400,8415
476900,-122.396,47.5675,3,1,5758,6,1460,5750
450000,-122.004,47.4685,4,2.5,36254,8,2360,36254
570000,-121.968,47.733,4,2.5,11816,8,2400,11816
567500,-122.307,47.6769,3,1,3060,7,1440,3570
790000,-122.106,47.6133,5,3.25,20446,9,2890,20908
875000,-122.195,47.5886,3,1.5,12686,7,3020,11550
490000,-122.055,47.5304,3,2,10275,9,2300,9975
335000,-122.157,47.5116,3,1.75,9133,7,1980,9592
550000,-122.17,47.549,3,1.75,10798,8,2290,10798
385000,-122.032,47.6348,3,1.75,10541,7,1230,10879
395000,-122.197,47.7349,3,1.75,8085,7,1700,8085
650000,-122.391,47.5861,2,1,5750,8,1570,5750
637000,-122.232,47.7368,4,2.75,5803,9,2900,6212
692500,-122.256,47.7412,3,2.25,9900,9,2290,10700
322400,-122.1,47.4706,3,1.75,15844,8,1990,20359
233500,-122.214,47.2903,3,1.5,10517,6,1400,10658
400000,-122.034,47.6321,3,2,11413,7,1570,11517
547000,-122.35,47.6872,5,2.5,4080,7,1300,4080
519000,-122.352,47.4487,5,2.25,13054,8,2570,19807
1030000,-122.228,47.527,4,3.5,19850,10,3240,15470
365000,-122.365,47.5334,3,1,6435,7,1340,6435
699000,-122.139,47.7731,5,2.75,36817,8,2730,29150
525000,-122.1,47.6324,3,1.75,8000,8,1910,8000
430000,-122.213,47.4208,4,3,8936,9,2810,10500
325000,-122.182,47.7198,3,1,7500,7,2050,7200
279000,-122.374,47.5161,2,1,6300,6,760,6300
805000,-122.293,47.6729,4,1.75,4750,7,1810,4750
419950,-122.285,47.7183,3,3,3962,7,1730,4609
425000,-122.395,47.6877,2,1,4455,6,1180,5000
446000,-122.321,47.7188,4,1.75,5922,7,1700,6127
455000,-122.226,47.7212,5,2,7860,7,2060,9684
226550,-122.354,47.522,3,1,4440,6,990,6771
764000,-122.348,47.6801,3,2,4080,8,1220,3060
439950,-122.158,47.3863,3,2.25,15000,8,2430,14256
453000,-122.349,47.6872,4,2,5100,8,1610,4590
219950,-122.331,47.282,3,1,9620,7,1420,9620
702500,-122.332,47.6923,3,1.5,6750,7,1320,4500
285000,-122.321,47.335,3,1.5,12231,8,2460,12663
798750,-122.354,47.6607,2,2.25,2578,8,1800,2142
320000,-122.38,47.57,2,1,5316,7,1620,6085
425000,-122.044,47.5272,3,1.75,14630,8,1920,14630
540000,-122.169,47.7385,4,2.5,4450,9,2570,5096
1060000,-121.969,47.5871,4,5.25,14757,11,4440,15523
1170000,-122.346,47.6805,4,3.75,4500,8,2040,3000
576000,-122.175,47.5866,3,1.75,13891,7,2020,13891
525000,-122.132,47.6977,3,1.75,7200,7,1700,8400
324950,-122.213,47.4038,4,2.5,8615,7,2641,8091
600000,-122.139,47.7634,3,2.5,77536,9,2760,7351
464000,-122.202,47.5231,3,2.5,5400,8,1745,5400
266000,-122.37,47.2986,4,2.25,7102,8,1880,7950
775000,-121.999,47.6442,3,2.5,74390,10,3240,109771
415000,-122.376,47.5362,3,1.75,4800,7,1220,4800
550000,-122.118,47.4522,4,2.75,6731,9,3080,6731
235000,-121.982,47.1949,3,2.25,7606,7,1670,7433
280000,-122.316,47.3878,3,2,8089,7,1530,7721
459000,-122.169,47.7211,3,1.75,7807,7,1800,7650
195000,-122.373,47.3189,3,1,7615,7,1240,6906
235000,-122.208,47.3117,3,1.5,8738,7,1500,8466
711800,-122.163,47.5706,4,2.25,16650,8,2720,11141
440000,-122.377,47.6673,3,2.5,1032,7,1290,1275
515000,-122.343,47.6609,2,1,3300,7,1060,3600
1200000,-122.278,47.6552,5,2.75,9480,8,2940,6600
560000,-122.177,47.5432,3,1.75,12443,8,1970,9600
340000,-122.257,47.3295,3,1.75,11249,7,1870,14547
600000,-122.327,47.6453,2,1,3500,6,1884,1778
764000,-122.026,47.6223,4,2.5,7938,9,2780,7779
337000,-121.974,47.7408,4,2,8779,8,2090,9600
1390000,-122.16,47.5601,6,2.75,20000,10,3690,15700
249000,-122.37,47.5317,4,1,7552,6,1580,7680
350000,-122.154,47.4121,3,3,35782,8,3090,37887
269950,-122.036,47.3484,3,2.25,6000,7,1510,6000
735000,-122.01,47.5913,3,1.75,108900,7,2730,37731
1300000,-122.281,47.659,4,2.5,4000,8,2560,4000
475000,-122.183,47.7331,4,2.25,7560,8,2110,7560
339000,-122.349,47.3043,3,2,8459,9,2430,8459
600000,-122.287,47.7437,4,3.5,15160,8,2790,15160
397500,-122.348,47.5215,4,1.75,4760,7,940,4760
1530000,-121.994,47.667,4,3.5,111078,11,4690,118918
460000,-122.128,47.6534,3,2,9055,7,2010,9383
370000,-122.343,47.74,4,2.75,5207,7,1210,6008
250000,-122.366,47.5184,4,1,7296,6,1370,7680
1100000,-122.004,47.6567,4,3.75,60123,11,4920,101930
430000,-122.307,47.6037,2,2.25,1516,8,1560,1920
1090000,-122.279,47.6384,3,1.5,4000,8,2560,4000
670000,-122.363,47.7241,3,1.75,8160,8,1600,8160
461550,-122.267,47.5362,3,1.5,11895,7,2180,11072
479990,-121.998,47.5525,3,2.5,2386,8,1690,1870
643000,-122.017,47.5894,4,2.5,4663,8,2280,4525
607000,-122.114,47.6796,3,2.75,12813,8,1890,10336
625000,-122.032,47.6223,3,2.5,10092,9,2440,9298
731100,-122.384,47.5245,3,2.5,8778,8,1990,7560
859000,-122.13,47.3809,3,2.5,434728,8,3150,55216
435000,-122.16,47.4381,4,2.5,10375,8,2220,8508
465000,-122.29,47.3558,3,3,15600,8,1890,14143
740000,-122.315,47.6947,3,1,6380,7,1250,6380
740000,-122.238,47.5383,3,1.75,9478,9,3050,15594
250000,-122.18,47.3742,3,2,7280,7,1430,7280
656000,-122.121,47.6757,2,2.5,1763,7,2180,1763
300000,-122.172,47.3891,4,2.5,8058,8,1910,6500
643000,-122.028,47.7631,3,1.5,214315,7,2740,133419
311000,-122.058,47.3343,4,2.5,6124,7,2300,6002
360000,-122.207,47.7322,3,1.75,7482,7,1480,8096
475000,-122.337,47.7387,4,2.5,10043,8,1630,8296
469950,-122.301,47.7201,3,3.25,1778,8,1520,1615
240000,-122.333,47.4425,3,1.75,8750,7,1890,8825
